text	label
can you check and see how much i owe on my cable bill	bill_balance
how much is my water bill for	bill_balance
what do i owe this month on all my bills	bill_balance
how much is my cable bill for	bill_balance
how much is the car bill this month	bill_balance
do you know how much i owe on my cable bill	bill_balance
please increase your speaker volume	change_volume
turn up your volume	change_volume
please adjust your settings	change_volume
bring the sound up	change_volume
louder please	change_volume
i want that volume bumped up to 4	change_volume
turn it up please	change_volume
i want your volume decreased please	change_volume
i would like the volume lower	change_volume
go ahead and increase your speaker volume	change_volume
find instructions for how to change the oil in a 2015 passat	oil_change_how
i should use what kind of oil and can you help me change it	oil_change_how
teach me how to change the oil in my vehicle	oil_change_how
is it easy to change the oil in my car	oil_change_how
can you tell me how to change the oil in my car	oil_change_how
can you tell me how to change my car's oil, and what type i need to buy	oil_change_how
steps to change car oil	oil_change_how
how will i change my car's oil	oil_change_how
how do i change my oil with the correct type	oil_change_how
can you teach me how to change my oil in my car	oil_change_how
thanks for that!	thank_you
you are so nice to think of me	thank_you
i can not thank you enough	thank_you
thanks a lot for the answer	thank_you
that's all i need, thanks!	thank_you
thanks so much ai	thank_you
many thanks	thank_you
thanks for helping out	thank_you
that answer was very helpful, thanks	thank_you
thank ya!	thank_you
how many days until my amex card reaches it expiration date	expiration_date
does my card have an expiration date and if so, what is it	expiration_date
my card expires in what month	expiration_date
i need to know when my card is set to expire please	expiration_date
what is the expiration date on my credit card	expiration_date
what date will my hy-vee card need to be renewed	expiration_date
what is the expiration date on my visa card	expiration_date
do you know the expiration date that is on my visa card	expiration_date
my american express card expires on what date	expiration_date
what is the expiration month and year on my credit car	expiration_date
please put a block on my us bank account immediately	freeze_account
i need you to act swiftly and freeze all activity on my capital one checking	freeze_account
would you please put a block on my chase account right away	freeze_account
i want a block placed on my checking account right away	freeze_account
place a stop on my bank account	freeze_account
please make my account a frozen one	freeze_account
can you freeze my account, please	freeze_account
please pause my banking actions	freeze_account
are you able to put a stop on my bank account	freeze_account
put a hold on my bank account please	freeze_account
look up the song that's on right now	what_song
what track am i listening to	what_song
tell me the song that is currently playing	what_song
what's the title of this track	what_song
what song am i hearing	what_song
i want to know the name of the song that's playing	what_song
what music is playing on the the bluetooth now	what_song
what is the title of this track	what_song
whats this song	what_song
do you know the song on the speaker right now	what_song
can you book a car rental today to new york city to philadelphia	car_rental
are you able to help with booking a car rental in seattle	car_rental
i will be in boston from march 2 to march 4 can i rent a car for that time	car_rental
can i rent a sports car in augusta for 3/4 through 3/8	car_rental
is it possible to get a ford in austin from may the 5th to may the 7th of this year	car_rental
could i get assistance booking a car rental in las vegas	car_rental
show me how to rent a car in las vegas	car_rental
id like a car rental between january 1st to the 3rd in denver, id like a ford	car_rental
find me a rental car from 2/28 - 3/1 in reno	car_rental
will you please assist me with renting a car in boise	car_rental
i must pay my cable bill from my checking account	pay_bill
pay my gas bill with my checking account	pay_bill
i want to pay my electric bill	pay_bill
can you help me pay my phone bill	pay_bill
i need help paying my auto insurance bill	pay_bill
i'd really like to pay this bill	pay_bill
pull up my electric bill, i want to pay it	pay_bill
help me get my gas bill paid	pay_bill
pay my water bill from my chase account please	pay_bill
schedule a gas bill payment	pay_bill
will i have enough to get a new roku with my savings account	balance
what is my savings balance	balance
what is the total of my bank accounts	balance
what is the available balance in savings	balance
how much do i have in my bank accounts	balance
what's the balance on my bank account	balance
is tehre enough in my bluebird account for groceries this week	balance
how much money do i have in all of my accounts	balance
how much is in savings	balance
can you tell me my checking account balance	balance
tell me when was car in shop	last_maintenance
tell me the date of my last car check up	last_maintenance
dates for my car in the shop	last_maintenance
when was my car last in the shop	last_maintenance
when did i take my car to the shop last	last_maintenance
tell me the last time i had my car checked out at sam's repair shop	last_maintenance
when was my car last worked on	last_maintenance
when did last go to the auto repair shop	last_maintenance
i need to know when it was that i last took my car to have the oil changed	last_maintenance
what day did i last have a technician check out my vehicle	last_maintenance
what did i ask you to remind me of	reminder
check to see if picking up glenn from the airport is on my list of reminders	reminder
is grocery shopping on my reminders list	reminder
i need to know the content of my list of reminders	reminder
tell me everything i included on my list of things to remember for later	reminder
refresh my memory about what items i want to remember	reminder
can you read my reminder list, please	reminder
is the company party on my list of reminders	reminder
what were those things i wanted to remember	reminder
tell me what i had wanted to remember earlier	reminder
what's next on the list	next_song
jump to the next song on this playlist	next_song
remember to play the next number on this particular playlist	next_song
skip this song, please	next_song
skip and next	next_song
what is the next song to be played	next_song
maybe we can go to the next song	next_song
lets pause this song and move onto the next	next_song
play the next musical number	next_song
go forward to the next track	next_song
what meetings do i have today from 3 to 4	meeting_schedule
which meetings do i have today	meeting_schedule
when is my meeting with infrastructure	meeting_schedule
are there any meetings on my calendar today	meeting_schedule
is the meeting with lisa today	meeting_schedule
when is my meeting with ann	meeting_schedule
when is that meeting with kara	meeting_schedule
what are my meetings today	meeting_schedule
do i have any meetings with mark today	meeting_schedule
tell me when today's meeting is supposed to happen	meeting_schedule
why did macy's decline my card	card_declined
what is the reason for whole foods declining my card	card_declined
what was the problem with my card yesterday	card_declined
why did my card get rejected yesterday	card_declined
why can't i use my credit card	card_declined
why won't you let me pay with my credit card	card_declined
why was my card got declined when i am trying to pay for dinner when i am in vietnam	card_declined
i went to target to buy a mug but my card did not work	card_declined
how come i got declined	card_declined
for which reason was my card declined yesterday	card_declined
what do you know me as	user_name
what is the name you would use for me	user_name
i need to know the name that you have for me	user_name
do you think my name is jeff	user_name
what do you know me by	user_name
tell me my name the way its saved	user_name
what am i called by you	user_name
what is my name	user_name
what do you think you will refer to me as	user_name
by what name do you refer to me	user_name
what's your age alexa	how_old_are_you
how old is al	how_old_are_you
what's your age right now	how_old_are_you
how old	how_old_are_you
your birthday please	how_old_are_you
what you age on your last birthday	how_old_are_you
how old are you as of today	how_old_are_you
hey how old are you	how_old_are_you
how many years are you	how_old_are_you
tell me when you were born	how_old_are_you
i want to hear something funny	tell_joke
what sort of jokes do you know	tell_joke
tell me something funny about americans	tell_joke
know any jokes	tell_joke
do you know any jokes	tell_joke
i need to know somthing funny	tell_joke
tell me a joke about baseball	tell_joke
tell me something funny about politics	tell_joke
i want to hear something hilarious	tell_joke
tell me something amusing	tell_joke
give me the routing number for my paragon account	routing
i need to know my routing number	routing
where do i find the routing number for navy federal	routing
i need the routing number to my chase checking account	routing
ai, what is my chase routing number	routing
i need to know the routing number for my checking	routing
tell me the routing number for my wf account	routing
what's bank of america's routing number	routing
what's the routing number for my money market account	routing
i need to find the correct td bank routing number for my pennsylvania account	routing
do you know how to say where is the restroom in french	translate
please tell me how to ask for a taxi in french	translate
in spanish, meet me tomorrow is said how	translate
what do spanish people say for the word cow	translate
translate hello into french for me	translate
translate for me hello into french	translate
how do i say bathroom in italian	translate
can you tell me how to say 'i do not speak much spanish', in spanish	translate
how do vietnameses people say hello	translate
how do i say you're welcome in chinese	translate
can you talk to me in french	change_language
speak in french please	change_language
can you translate that to french	change_language
change response language from mandarin to english	change_language
speak french	change_language
please let's speak in spanish	change_language
can you speak to me using japanese	change_language
please change your language setting to spanish now	change_language
can i speak spanish to you hombre	change_language
can you speak to me in chinese	change_language
i am in need of my w2 for tax reasons; provide me where to get it	w2
where can i get my w-2	w2
tell me where to a w2 form	w2
from where are w2 forms given	w2
where do i pick up a w2 form	w2
where do i get the form that shows my wages for the year for taxes	w2
i've got tax issues and need help obtaining my w2	w2
please tell me where to get the w2	w2
where can i get a w2 form	w2
have i been sent my w-2 in my email	w2
what's the weather like today	weather
what is the high temperature for tomorrow	weather
how much snow will we be getting tomorrow	weather
what is the weather outside	weather
what's is the current weather forecast	weather
what does the weather look like	weather
whats the forecast for the weather	weather
weather in costa mesa	weather
how is that weather	weather
what's the highest chance of rain for today	weather
reserve a table for 3 at outback steakhouse under the name lance at 7:00pm	restaurant_reservation
reverse a table for 5 at burger king under the name sara at 6	restaurant_reservation
5 people are going to be at tropicana by 8pm, reserve the table under martins name please	restaurant_reservation
michael will reserve a table for two at 7:00pm for olive garden	restaurant_reservation
reserve table for 5 at red robin under the name sara at 3	restaurant_reservation
make a reservation for tuesday at 7:00 pm at cielo for 2	restaurant_reservation
i want to reserve a table at 8 at long john silver's under the name freddie	restaurant_reservation
i need an 8 o'clock reservation at pizza hut for the last name mercury	restaurant_reservation
i need a reservation for one at applebee's, four in the afternoon on march 3rd	restaurant_reservation
please reserve a table for 2 at lucky's under the name melissa at 7 pm	restaurant_reservation
ai, please stop your current task	cancel
forget what i told you to do	cancel
stop talking	cancel
ignore the previous command	cancel
stop it	cancel
stop please	cancel
stop processing	cancel
abort please	cancel
this process needs to stop	cancel
abort running program	cancel
how much are the taxes on my income	taxes
can you tell me my income tax	taxes
how much tax do i owe	taxes
what will my state taxes amount to this year	taxes
what will my federal tax return be	taxes
how much money a year do i spend in taxes	taxes
what's my tax rate	taxes
what do my federal taxes look like	taxes
what am i paying in taxes	taxes
how much do i pay the irs	taxes
how do i redeem my visa points	redeem_rewards
how can i cash in my credit card points	redeem_rewards
how can i cash in rewards on my discover card	redeem_rewards
my amex rewards; how do i get them	redeem_rewards
how do i use my credit card points	redeem_rewards
i want to use the cash that my points have earned on my credit card	redeem_rewards
how can i cash in my visa rewards	redeem_rewards
how do i redeem my card points	redeem_rewards
where do i redeem my credit card points	redeem_rewards
do i have to contact someone to use my credit card points	redeem_rewards
how much air remains in my tires	tire_pressure
please check my tires and let me know if i have sufficient air in them	tire_pressure
what is the pressure of my tires	tire_pressure
the car feels wobbly so check my tire pressure	tire_pressure
should i put air in my tires	tire_pressure
do my car tires have enough psi in them	tire_pressure
how is the air level in my tires	tire_pressure
do i need to inflate my tires	tire_pressure
how low is the pressure in my tires	tire_pressure
what is the air pressure of my tires	tire_pressure
send sarah my current location	share_location
i need to send my current location to sean	share_location
let the rents have my current location	share_location
i'd like to send steve my location	share_location
share my location with google	share_location
i would like ms johannson and ms alba to be informed of my location	share_location
give my location to stan	share_location
show my gps location to brittany	share_location
show cody where i am	share_location
could you inform ann and scott of my location	share_location
how healthy is tacos	nutrition_info
i would like nutrition facts for spaghetti carbonara	nutrition_info
what's the nutritional information for steak	nutrition_info
what's the nutritional info for spaghetti	nutrition_info
tell me spaghetti bolognese's nutrition facts	nutrition_info
how healthy are apples	nutrition_info
what are the nutrition facts of grilled chicken	nutrition_info
what's the nutrition content of chicken nuggets	nutrition_info
could pizza be healthy	nutrition_info
where on the cheerios box are the nutrition facts	nutrition_info
i have lost my card, what am i supposed to do	report_lost_card
i need to report that my card is lost	report_lost_card
what do i do if my visa card got stolen	report_lost_card
i lost my card, how should i report that	report_lost_card
i need to report my card as stolen, please	report_lost_card
please help me report my lost card	report_lost_card
my card is lost please report it	report_lost_card
what can i do if my card is lost	report_lost_card
i lost my debit card and need it reported as lost	report_lost_card
what should i do when my visa card is stolen	report_lost_card
let my credit card company know that my card split in half	damaged_card
my card has a deep crease through the middle so i would like to report it	damaged_card
i dropped my card in my gasoline and the printing wore off	damaged_card
my card's magnetic strip is not working and i want to notify them	damaged_card
how do you report a burned debit card	damaged_card
my card is damaged	damaged_card
how to tell the company that my credit card melted	damaged_card
my card is damaged so i can not use it	damaged_card
my card was damaged by my cat; can i report that	damaged_card
i need to replace a card that my daughter spilled juice on	damaged_card
my name is brad	change_user_name
please call me bob	change_user_name
can you call me a different name	change_user_name
i'd rather have you call be ray ray	change_user_name
i'm called tim	change_user_name
just call me dennis	change_user_name
hi, i'm john	change_user_name
address me by the name stan	change_user_name
you can just speak to me as jim	change_user_name
i need you to call me mary	change_user_name
what is your country of origin	where_are_you_from
the place you were born is	where_are_you_from
where did you originate from	where_are_you_from
i'd like to know where you're from	where_are_you_from
where are your origins found	where_are_you_from
where were you manufactured	where_are_you_from
in which place were you made	where_are_you_from
what is your place of origin	where_are_you_from
where is your home planet	where_are_you_from
what's your city of origin	where_are_you_from
is my apr for my credit card available	apr
how much is the apr these days on my nordstrom credit card	apr
i need to know what the current apr is for my chase sapphire, please	apr
what is the apr on my chase freedom card	apr
how good is card apr	apr
is my apr rate better than most	apr
how much am i paying for apr on my credit card	apr
what is the credit card's apr	apr
what kind of credit card apr do i get	apr
on my bank of america visa, what is the apr	apr
tell me the last day i can pay my gas bill	bill_due
when does the car payment come due	bill_due
when do i have to pay my electric bill by	bill_due
when's my heater bill due	bill_due
when is my cell phone bill due	bill_due
where can i see the due date for auto loan bill	bill_due
when do i need to pay my car insurance bill by	bill_due
can you alert me when my phone bill is due	bill_due
when is my chase visa due	bill_due
is there a due date on the bill	bill_due
what's the smallest amount i can pay on the water bill	min_payment
let me know the lowest amount i can pay for my cable bill	min_payment
i must pay verizon what minimum amount on my bill	min_payment
if i wanted to spend the lowest for my electric bill, then how much would it be	min_payment
at a minimum, what must i pay on my verizon bill	min_payment
how little can i pay on my phone bill	min_payment
what is the minimum amount due on my cable bill	min_payment
let me know the minimum i can pay on my cable bill	min_payment
tell me minimum to pay on landscape bill	min_payment
how tiny a payment can i make on electric bill	min_payment
